mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
native,1772596627.1967,1772596630.6743875,0.5016,0.2048,0.2048,2.0392,,11.06508755683899,7.587400197982788
native,1772596627.3028,1772596630.802868,0.4277,0.1991,0.1991,2.0681,,11.193567991256714,7.69350004196167
native,1772596627.3963,1772596631.0033138,0.4988,0.2017,0.2017,2.16,,11.39401388168335,7.7870001792907715
native,1772596627.6044,1772596631.0717103,0.4846,0.2031,0.2031,1.9966,,11.46241044998169,7.995100021362305
native,1772596627.7098,1772596631.1112225,0.4557,0.207,0.207,1.9148,,11.501922607421875,8.100500106811523
native,1772596627.8047,1772596631.2526827,0.363,0.1989,0.1989,1.9646,,11.643382787704468,8.19539999961853
native,1772596627.8971,1772596631.3996654,0.6617,0.1958,0.1958,1.9938,,11.79036545753479,8.287800073623657
native,1772596627.9967,1772596631.4186268,0.5508,0.1953,0.1953,1.8858,,11.809326887130737,8.387400150299072
native,1772596628.0965,1772596631.5440054,0.6117,0.1927,0.1927,1.9195,,11.93470549583435,8.487200021743774
native,1772596628.1959,1772596631.6574528,0.5447,0.1977,0.1977,1.9178,,12.048152923583984,8.586600065231323
native,1772596628.2968,1772596631.6880975,0.4321,0.1968,0.1968,1.8116,,12.078797578811646,8.6875
native,1772596628.397,1772596631.8864784,0.5968,0.1983,0.1983,1.9021,,12.277178525924683,8.787700176239014
native,1772596628.499,1772596631.887669,0.4842,0.1939,0.1939,1.7874,,12.278369188308716,8.889700174331665
native,1772596628.6024,1772596632.0050595,0.468,0.1938,0.1938,1.8122,,12.395759582519531,8.9931001663208
native,1772596628.6965,1772596632.1711483,0.4913,0.1951,0.1951,1.8551,,12.561848402023315,9.087200164794922
native,1772596628.8044,1772596632.2729495,0.5735,0.1585,0.1585,1.8351,,12.663649559020996,9.19510006904602
native,1772596628.9962,1772596632.4032443,0.3667,0.1567,0.1567,1.7567,,12.793944358825684,9.386900186538696
native,1772596628.8976,1772596632.4033847,0.4788,0.1576,0.1576,1.8591,,12.794084787368774,9.288300037384033
native,1772596629.0974,1772596632.6934404,0.3626,0.1582,0.1582,1.9453,,13.084140539169312,9.488100051879883
native,1772596629.1971,1772596632.8020253,0.3956,0.1609,0.1609,1.9463,,13.192725419998169,9.587800025939941
native,1772596629.2972,1772596632.9087126,0.311,0.1646,0.1646,1.9418,,13.299412727355957,9.687900066375732
native,1772596629.3976,1772596633.1506357,0.3055,0.1595,0.1595,2.0539,,13.541335821151733,9.788300037384033
native,1772596629.4982,1772596633.3181648,0.4693,0.1591,0.1591,2.1303,,13.70886492729187,9.8889000415802
native,1772596629.6038,1772596633.4646075,0.4709,0.1579,0.1579,2.1545,,13.855307579040527,9.994500160217285
native,1772596629.7085,1772596633.4975638,0.4093,0.1589,0.1589,2.038,,13.888263940811157,10.099200010299683
native,1772596629.8075,1772596633.7045126,0.4232,0.2063,0.2063,2.125,,14.095212697982788,10.198199987411499
native,1772596629.9162,1772596633.8029585,0.4528,0.2091,0.2091,2.0941,,14.193658590316772,10.306900024414062
native,1772596629.9969,1772596633.840647,0.4491,0.2098,0.2098,2.0346,,14.23134708404541,10.387600183486938
native,1772596631.4204,1772596633.8605013,,,,0.4178,,14.251201391220093,11.811100006103516
native,1772596630.0966,1772596634.1133215,0.4562,0.2626,0.2626,2.169,,14.504021644592285,10.487300157546997
native,1772596630.1968,1772596634.1466346,0.4444,0.2653,0.2653,2.0919,,14.537334680557251,10.587500095367432
native,1772596631.5973,1772596634.16518,,,,0.4931,,14.555880069732666,11.98800015449524
native,1772596630.297,1772596634.3253553,0.4237,0.265,0.265,2.1517,,14.716055393218994,10.687700033187866
native,1772596631.899,1772596634.3647425,,,,0.3343,,14.75544261932373,12.289700031280518
native,1772596630.4022,1772596634.381011,0.4094,0.2675,0.2675,2.074,,14.771711111068726,10.792900085449219
native,1772596630.505,1772596634.5858421,0.4079,0.267,0.267,2.1856,,14.976542234420776,10.895700216293335
native,1772596630.5969,1772596634.6087675,0.4135,0.2636,0.2636,2.1024,,14.999467611312866,10.987600088119507
native,1772596630.6973,1772596634.736588,0.4039,0.265,0.265,2.1221,,15.127288103103638,11.088000059127808
native,1772596630.8038,1772596634.8442852,0.4112,0.2623,0.2623,2.1079,,15.2349853515625,11.194500207901001
native,1772596630.8971,1772596634.9835622,0.3227,0.2645,0.2645,2.1255,,15.37426233291626,11.287800073623657
native,1772596631.0045,1772596635.2052457,0.4998,0.2627,0.2627,2.2346,,15.595945835113525,11.39520001411438
native,1772596631.1115,1772596635.3300984,0.4208,0.2638,0.2638,2.2511,,15.72079849243164,11.50220012664795
native,1772596631.1977,1772596635.6100986,0.6025,0.2641,0.2641,2.387,,16.00079870223999,11.58840012550354
native,1772596631.2979,1772596635.6272533,0.4831,0.2668,0.2668,2.2718,,16.017953395843506,11.688600063323975
native,1772596631.498,1772596635.85766,0.5961,0.2319,0.2319,2.3117,,16.24836015701294,11.888700008392334
native,1772596631.697,1772596635.8778512,0.3783,0.2269,0.2269,2.0967,,16.268551349639893,12.087700128555298
native,1772596631.7967,1772596636.1108367,0.4453,0.2267,0.2267,2.1997,,16.50153684616089,12.187400102615356
native,1772596632.0064,1772596636.2324255,0.4546,0.2232,0.2232,2.0868,,16.623125553131104,12.39710021018982
