orig_slo,slo_type,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,tbt_p95,tbt_p99,execution_time,ttlt,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count,kv,run_cnt,wait_cnt,swap_cnt,vram_used_gib,vram_total_gib
42.0,0,1769134428.582,176.5686,27,32,59,0.0592,0.0455,0.0491,,0.7677,134.6278,134.6278,8262.1627,1769134605.9192588,12.41,18,145,0.109,8,0,0,14.2,15.0
21.0,0,1769134450.3367,155.6487,27,0,27,,,,,0.0489,134.6976,134.6976,8396.8603,1769134606.0370631,12.33,18,146,0.094,8,0,0,14.2,15.0
35.0,1,1769134434.3398,143.7586,3279,1022,4301,0.4278,0.0353,0.0632,,29.0463,137.8049,137.8049,8534.6652,1769134607.1603394,12.24,18,147,0.156,9,0,0,14.2,15.0
30.0,0,1769134440.8225,164.9869,27,32,59,0.0588,0.0621,0.6853,,1.4291,135.0457,135.0457,8669.7109,1769134607.2393901,12.16,18,148,0.094,8,0,0,14.2,15.0
51.0,0,1769134420.5288,186.9701,27,32,59,0.2802,0.0281,0.0298,,0.9373,136.2502,136.2502,8805.9611,1769134608.438372,12.08,18,149,0.111,9,0,0,14.2,15.0
32.0,0,1769134439.5589,169.0267,27,32,59,0.0652,0.0277,0.0337,,0.7224,137.0919,137.0919,8943.053,1769134609.3092792,12.0,18,150,0.112,9,0,0,14.2,15.0
33.0,1,1769134436.4972,144.227,3638,1023,4661,0.4848,0.0346,0.0653,,28.8378,140.0648,140.0648,9222.7256,1769134609.580432,11.84,18,152,0.134,8,0,0,14.2,15.0
52.0,1,1769134417.9533,162.9323,4788,1027,5815,0.8639,0.0356,0.0627,,28.6754,139.6078,139.6078,9222.7256,1769134609.5826907,11.92,18,152,0.145,9,0,0,14.2,15.0
27.0,0,1769134444.6149,164.8184,27,32,59,0.0543,0.0544,0.8104,,1.5137,137.8726,137.8726,9360.5982,1769134610.9512467,11.76,18,153,0.113,9,0,0,14.2,15.0
27.0,1,1769134443.0482,146.9733,3069,1029,4098,0.3844,0.033,0.0674,,26.641,146.6142,146.6142,9507.2124,1769134616.6771772,11.69,18,154,0.139,9,0,0,14.2,15.0
21.0,1,1769134449.1598,144.2422,3516,1025,4541,0.417,0.0329,0.0663,,26.8413,150.0835,150.0835,9657.296,1769134620.2683015,11.61,18,155,0.119,9,0,0,14.2,15.0
36.0,1,1769134435.4865,170.8116,2955,701,3656,0.5896,0.0315,0.0612,,18.4799,153.2915,153.2915,9810.5875,1769134624.795936,11.54,18,156,0.104,9,0,0,14.2,15.0
34.0,0,1769134438.4927,186.5248,27,32,59,0.0646,0.0291,0.0339,,0.7398,152.5894,152.5894,9963.1769,1769134625.7587535,11.46,18,157,0.121,9,0,0,14.2,15.0
23.0,1,1769134447.1946,155.7315,3610,1025,4635,0.4537,0.035,0.0706,,27.1475,159.879,159.879,10123.0559,1769134630.0954232,11.39,18,158,0.129,9,0,0,14.2,15.0
33.0,1,1769134437.5485,166.643,3173,1023,4196,0.3967,0.0331,0.0702,,26.6204,160.2634,160.2634,10283.3193,1769134630.8254201,11.32,18,159,0.099,9,0,0,14.2,15.0
52.0,0,1769134420.6769,209.6812,27,32,59,0.0546,0.0303,0.0617,,0.7581,157.7358,157.7358,10441.055,1769134631.1166615,11.25,18,160,0.124,9,0,0,14.2,15.0
44.0,0,1769134429.0469,202.2829,27,32,59,0.2678,0.0308,0.0343,,0.9584,158.5507,158.5507,10599.6058,1769134632.2890663,11.18,18,161,0.125,9,0,0,14.2,15.0
50.0,1,1769134421.4447,184.6949,3172,1030,4202,0.4461,0.0329,0.3062,,27.1614,161.8563,161.8563,10761.4621,1769134633.3205903,11.11,18,162,0.094,8,0,0,14.2,15.0
26.0,1,1769134445.5186,161.8381,3165,1027,4192,0.4181,0.0323,0.0678,,26.508,162.3461,162.3461,10923.8082,1769134633.8857503,11.04,18,163,0.101,8,0,0,14.2,15.0
39.0,0,1769134434.1348,199.2499,27,32,59,0.0577,0.0254,0.0311,,0.727,160.3076,160.3076,11084.1158,1769134634.1165473,10.98,18,164,0.124,9,0,0,14.2,15.0
53.0,1,1769134419.0587,190.8606,4077,1027,5104,0.7172,0.0321,0.0638,,27.7516,165.6123,165.6123,11415.4801,1769134637.6872442,10.91,18,166,0.09,9,0,0,14.2,15.0
48.0,1,1769134423.9195,185.8575,3069,1029,4098,0.5735,0.0328,0.0693,,27.8945,165.752,165.752,11415.4801,1769134637.6931417,10.84,18,166,0.08,8,0,0,14.2,15.0
38.0,1,1769134434.0751,177.1049,3468,1026,4494,0.4208,0.0328,0.0623,,27.1627,166.2675,166.2675,11581.7476,1769134638.361015,10.78,18,167,0.104,9,0,0,14.2,15.0
37.0,0,1769134436.6056,201.2333,27,32,59,0.08,0.0489,0.0593,,0.8167,164.3133,164.3133,11746.0609,1769134638.6565652,10.71,18,168,0.123,8,0,0,14.2,15.0
27.0,0,1769134446.9453,191.0561,27,32,59,0.077,0.0439,0.0443,,0.7722,164.1331,164.1331,11910.194,1769134638.7756073,10.65,18,169,0.123,9,0,0,14.2,15.0
43.0,1,1769134431.0092,207.8524,3197,0,3197,,,,,0.4084,165.2609,165.2609,12075.4549,1769134639.279758,10.59,18,170,0.11,8,0,0,14.2,15.0
35.0,0,1769134438.9997,199.5024,27,32,59,0.085,0.3299,0.3828,,1.4971,164.5874,164.5874,12240.0423,1769134640.002531,10.53,18,171,0.11,9,0,0,14.2,15.0
26.0,0,1769134448.1354,191.3101,27,32,59,0.2875,0.0623,1.5022,,2.4895,165.5976,165.5976,12405.6399,1769134641.937213,10.47,18,172,0.12,9,0,0,14.2,15.0
41.0,1,1769134431.2065,185.6482,5207,1028,6235,0.6966,0.0354,0.3174,,30.1925,174.8407,174.8407,12580.4806,1769134647.0743213,10.4,18,173,0.109,9,0,0,14.2,15.0
56.0,0,1769134418.3258,229.0063,27,32,59,0.0792,0.0337,0.0354,,0.8191,173.0855,173.0855,12753.566,1769134648.153209,10.34,18,174,0.152,9,0,0,14.2,15.0
10.0,0,1769134464.4719,183.8721,27,32,59,0.068,0.0298,0.031,,0.8132,173.9401,173.9401,12927.5062,1769134649.158272,10.29,18,175,0.153,9,0,0,14.2,15.0
23.0,1,1769134449.4864,171.0655,3486,1035,4521,0.4121,0.0389,0.3317,,30.232,178.2975,178.2975,13105.8037,1769134650.8009136,10.23,18,176,0.116,9,0,0,14.2,15.0
14.0,0,1769134460.6762,190.2168,27,32,59,0.0601,0.0361,0.0369,,0.8159,176.277,176.277,13282.0807,1769134651.7111607,10.17,18,177,0.152,9,0,0,14.2,15.0
42.0,0,1769134432.7454,219.198,27,32,59,0.0621,0.036,0.186,,0.8219,177.26,177.26,13459.3407,1769134652.7678437,10.11,18,178,0.153,9,0,0,14.2,15.0
48.0,0,1769134426.9849,226.0145,27,32,59,0.0688,0.0341,0.0374,,0.8205,178.0833,178.0833,13637.424,1769134653.8207743,10.06,18,179,0.154,9,0,0,14.2,15.0
28.0,1,1769134444.5995,181.2989,3281,1038,4319,0.425,0.0375,0.3145,,30.8152,184.1141,184.1141,13821.5381,1769134656.7329133,10.0,18,180,0.122,9,0,0,14.2,15.0
18.0,1,1769134454.7545,176.2814,4219,1026,5245,0.5608,0.0383,0.3005,,31.2302,189.5116,189.5116,14011.0497,1769134662.2875319,9.94,18,181,0.111,9,0,0,14.2,15.0
41.0,1,1769134432.1003,200.3914,3516,1029,4545,0.4328,0.038,0.1844,,30.8355,190.227,190.227,14201.2767,1769134663.3487847,9.89,18,182,0.126,9,0,0,14.2,15.0
21.0,0,1769134454.7168,207.8078,27,32,59,0.0824,0.0277,0.0381,,0.8268,186.8902,186.8902,14388.1669,1769134663.352955,9.84,18,183,0.156,9,0,0,14.2,15.0
54.0,1,1769134419.4602,214.6564,3610,1034,4644,0.4845,0.0383,0.3163,,31.5906,192.2471,192.2471,14772.6408,1769134665.7261066,9.78,18,185,0.112,9,0,0,14.2,15.0
35.0,1,1769134438.4817,195.7796,8185,1024,9209,1.4625,0.0391,0.3073,,31.4472,192.2269,192.2269,14772.6408,1769134665.7310436,9.73,18,185,0.124,9,0,0,14.2,15.0
58.0,1,1769134418.2226,247.7147,5139,0,5139,,,,,0.7347,190.4494,190.4494,14963.0902,1769134666.6907926,9.68,18,186,0.128,8,0,0,14.2,15.0
28.0,1,1769134446.0948,193.1878,3097,1028,4125,0.4375,0.0367,0.1869,,31.2626,196.4503,196.4503,15159.5405,1769134670.567309,9.63,18,187,0.11,8,0,0,14.2,15.0
20.0,1,1769134454.2049,186.0391,10062,1022,11084,1.5863,0.0365,0.1881,,30.9651,197.0042,197.0042,15356.5448,1769134671.2444181,9.57,18,188,0.121,9,0,0,14.2,15.0
35.0,1,1769134439.3119,202.8698,3873,1025,4898,0.5204,0.0357,0.0595,,29.3989,197.2686,197.2686,15553.8134,1769134671.6013916,9.52,18,189,0.153,9,0,0,14.2,15.0
58.0,0,1769134418.5531,252.5398,27,32,59,0.0595,0.0509,0.0635,,0.7655,194.5993,194.5993,15748.4127,1769134671.8593807,9.47,18,190,0.145,9,0,0,14.2,15.0
32.0,0,1769134444.6922,226.7321,27,32,59,0.0733,0.0588,0.4111,,1.1278,194.8054,194.8054,15943.2181,1769134672.5542738,9.42,18,191,0.11,9,0,0,14.2,15.0
48.0,0,1769134428.9714,243.0933,27,32,59,0.1716,0.03,0.048,,0.8554,195.265,195.265,16138.483,1769134672.9210072,9.38,18,192,0.106,9,0,0,14.2,15.0
20.0,0,1769134457.0947,215.6587,27,32,59,0.0532,0.0369,0.0485,,0.7296,195.7119,195.7119,16334.1949,1769134673.4869707,9.33,18,193,0.106,9,0,0,14.2,15.0
34.0,0,1769134443.1727,229.9933,27,32,59,0.0639,0.0664,0.6695,,1.408,196.0572,196.0572,16530.2521,1769134674.5765667,9.28,18,194,0.107,9,0,0,14.2,15.0
50.0,0,1769134427.3124,247.4951,27,32,59,0.0623,0.0274,0.0376,,0.7513,197.5573,197.5573,16727.8095,1769134675.5597262,9.23,18,195,0.126,9,0,0,14.2,15.0
22.0,1,1769134452.6493,196.628,3271,1027,4298,0.436,0.038,0.2988,,30.7669,205.3949,205.3949,16933.2044,1769134680.0633314,9.18,18,196,0.154,9,0,0,14.2,15.0
52.0,1,1769134423.0958,230.9248,3691,1024,4715,0.4662,0.0375,0.3066,,30.6969,209.6218,209.6218,17142.8261,1769134684.7425106,9.14,18,197,0.155,9,0,0,14.2,15.0
56.0,1,1769134419.4027,237.457,2961,1030,3991,0.36,0.0348,0.3011,,30.5278,211.9849,211.9849,17354.811,1769134687.3961933,9.09,18,198,0.156,9,0,0,14.2,15.0
50.0,0,1769134428.3428,259.2156,27,32,59,0.0684,0.0345,0.04,,0.8005,209.2839,209.2839,17564.095,1769134688.3700016,9.05,18,199,0.146,9,0,0,14.2,15.0
21.0,0,1769134457.5422,231.0624,27,0,27,,,,,0.0894,210.1518,210.1518,17774.2467,1769134688.6950934,9.0,18,200,0.147,9,0,0,14.2,15.0
20.0,1,1769134455.9631,207.6903,3675,1027,4702,0.9624,0.0358,0.316,,30.3732,218.0635,218.0635,18210.4326,1769134694.0463371,8.96,18,202,0.159,9,0,0,14.2,15.0
11.0,1,1769134464.9048,198.5963,5069,1035,6104,0.7172,0.0363,0.329,,30.5262,218.1225,218.1225,18210.4326,1769134694.0547864,8.91,18,202,0.142,8,0,0,14.2,15.0
22.0,0,1769134456.7894,237.4159,27,32,59,0.0726,0.0352,0.0445,,0.7948,215.4886,215.4886,18425.9212,1769134695.0039024,8.87,18,203,0.13,8,0,0,14.2,15.0
13.0,0,1769134465.9299,228.454,27,32,59,0.0768,0.0321,0.0335,,0.7715,215.5308,215.5308,18641.452,1769134695.156674,8.82,18,204,0.13,9,0,0,14.2,15.0
52.0,1,1769134424.4524,241.6447,4841,1022,5863,1.157,0.0361,0.3032,,29.2931,218.9377,218.9377,19079.3188,1769134695.4054196,8.78,18,206,0.144,9,0,0,14.2,15.0
22.0,1,1769134454.4632,212.3372,3056,1029,4085,0.7575,0.0348,0.0798,,28.5919,218.929,218.929,19079.3188,1769134695.4100833,8.74,18,206,0.143,9,0,0,14.2,15.0
13.0,0,1769134465.9405,229.2523,27,31,58,0.0846,0.0469,0.4048,,1.1764,216.3369,216.3369,19295.6556,1769134696.3708842,8.7,18,207,0.131,8,0,0,14.2,15.0
38.0,0,1769134441.0565,254.3133,27,32,59,0.0713,0.0555,0.4004,,1.1234,216.3847,216.3847,19512.0403,1769134696.496579,8.65,18,208,0.132,9,0,0,14.2,15.0
11.0,0,1769134468.2906,227.4078,27,32,59,0.3142,0.0526,0.4142,,1.3916,216.7219,216.7219,19728.7622,1769134697.0919826,8.61,18,209,0.11,9,0,0,14.2,15.0
48.0,0,1769134432.8593,263.8182,27,31,58,0.3184,0.0497,0.4653,,1.4236,216.1366,216.1366,19944.8988,1769134698.1021333,8.57,18,210,0.122,9,0,0,14.2,15.0
23.0,0,1769134458.3466,239.9683,27,32,59,0.0628,0.0291,0.0304,,0.771,217.0311,217.0311,20161.93,1769134699.0866714,8.53,18,211,0.135,9,0,0,14.2,15.0
42.0,1,1769134435.8642,244.3532,3332,692,4024,0.438,0.0371,0.2949,,19.2192,221.5724,221.5724,20383.5024,1769134699.4497318,8.49,18,212,0.145,9,0,0,14.2,15.0
36.0,0,1769134445.4902,253.7557,27,32,59,0.0769,0.0385,0.0461,,0.7908,217.8326,217.8326,20601.335,1769134700.0376284,8.45,18,213,0.136,9,0,0,14.2,15.0
51.0,0,1769134430.5259,269.0488,27,32,59,0.0615,0.0331,0.0362,,0.7408,218.1103,218.1103,20819.4452,1769134700.3173904,8.41,18,214,0.124,9,0,0,14.2,15.0
12.0,0,1769134469.6465,230.7788,27,0,27,,,,,0.3389,219.1177,219.1177,21038.5629,1769134700.7648516,8.37,18,215,0.135,9,0,0,14.2,15.0
24.0,1,1769134452.8848,218.8818,3556,1025,4581,0.4647,0.0382,0.3122,,29.4315,224.3133,224.3133,21262.8762,1769134701.2165797,8.33,18,216,0.094,9,0,0,14.2,15.0
37.0,0,1769134444.9844,255.93,27,32,59,0.0875,0.0483,0.4171,,1.2053,219.0175,219.0175,21481.8937,1769134702.1207204,8.29,18,217,0.135,9,0,0,14.2,15.0
59.0,0,1769134423.075,279.2718,27,32,59,0.0664,0.0312,0.3165,,1.0821,220.3382,220.3382,21928.5156,1769134703.491256,8.26,18,219,0.134,9,0,0,14.2,15.0
44.0,1,1769134433.1809,240.5253,5567,1024,6591,0.7443,0.0375,0.343,,29.7583,226.2837,226.2837,21928.5156,1769134703.4977653,8.22,18,219,0.108,9,0,0,14.2,15.0
44.0,0,1769134438.2043,265.549,27,32,59,0.0742,0.0564,1.1633,,1.9602,221.6232,221.6232,22150.1388,1769134705.715875,8.18,18,220,0.114,8,0,0,14.2,15.0
10.0,1,1769134467.3329,208.5218,8574,1027,9601,1.2617,0.0392,0.3248,,30.0048,228.5266,228.5266,22378.6654,1769134705.8999696,8.14,18,221,0.127,9,0,0,14.2,15.0
32.0,0,1769134450.3579,255.5306,27,32,59,0.0828,0.0416,0.0441,,0.7656,223.6133,223.6133,22602.2787,1769134706.6548364,8.11,18,222,0.111,8,0,0,14.2,15.0
64.0,0,1769134418.4574,287.6166,27,32,59,0.0679,0.0377,0.0382,,0.7258,223.6844,223.6844,22825.9632,1769134706.8004189,8.07,18,223,0.111,9,0,0,14.2,15.0
19.0,1,1769134462.6145,237.6773,3367,211,3578,0.4577,0.0444,0.4207,,7.783,226.4603,226.4603,23052.4235,1769134708.0879562,8.04,18,224,0.125,9,0,0,14.2,15.0
22.0,1,1769134455.915,228.9926,2980,1032,4012,0.4024,0.0389,0.3306,,29.2945,236.2872,236.2872,23288.7107,1769134714.220757,8.0,18,225,0.146,9,0,0,14.2,15.0
40.0,1,1769134438.6475,250.2981,3355,1022,4377,0.4526,0.0366,0.3098,,29.2459,239.544,239.544,23528.2547,1769134718.205945,7.96,18,226,0.148,9,0,0,14.2,15.0
38.0,1,1769134441.1762,254.3748,3267,1030,4297,0.4475,0.0369,0.3641,,29.1403,245.515,245.515,23773.7697,1769134724.7145228,7.93,18,227,0.1,8,0,0,14.2,15.0
53.0,1,1769134426.4845,270.04,3545,1028,4573,0.4575,0.0353,0.325,,29.152,246.1919,246.1919,24019.9616,1769134725.7036867,7.89,18,228,0.111,8,0,0,14.2,15.0
57.0,1,1769134424.1428,273.2381,3657,1023,4680,0.5227,0.0344,0.3226,,28.78,245.018,245.018,24264.9797,1769134726.179398,7.86,18,229,0.123,9,0,0,14.2,15.0
37.0,0,1769134446.2347,279.6427,27,32,59,0.0785,0.0415,0.0458,,0.7957,242.7212,242.7212,24507.7009,1769134726.6755624,7.83,18,230,0.137,9,0,0,14.2,15.0
15.0,0,1769134468.3013,258.1091,27,32,59,0.0834,0.0374,0.0407,,0.7975,243.1925,243.1925,24750.8934,1769134727.214165,7.79,18,231,0.123,9,0,0,14.2,15.0
59.0,0,1769134424.3323,302.5984,27,32,59,0.0662,0.0465,0.3754,,1.1288,243.6646,243.6646,24994.5579,1769134728.0604775,7.76,18,232,0.124,9,0,0,14.2,15.0
41.0,1,1769134441.0113,260.4167,3680,1028,4708,0.4501,0.0353,0.3211,,28.7063,248.123,248.123,25242.6809,1769134730.1731691,7.73,18,233,0.122,9,0,0,14.2,15.0
62.0,0,1769134421.6625,308.7578,27,32,59,0.0613,0.0283,0.0323,,0.7804,246.8192,246.8192,25489.5001,1769134731.211775,7.69,18,234,0.132,9,0,0,14.2,15.0
61.0,1,1769134421.4976,285.3273,3159,955,4114,0.4426,0.0337,0.3293,,26.4675,250.7948,250.7948,25740.2949,1769134733.3075716,7.66,18,235,0.112,8,0,0,14.2,15.0
62.0,1,1769134420.3015,283.6676,8164,1016,9180,1.2224,0.035,0.3306,,29.3481,251.0157,251.0157,25991.3106,1769134733.334475,7.63,18,236,0.115,9,0,0,14.2,15.0
37.0,0,1769134446.7423,286.7514,27,32,59,0.0668,0.0306,0.0481,,0.7516,249.8182,249.8182,26241.1288,1769134734.246561,7.59,18,237,0.112,8,0,0,14.2,15.0
18.0,0,1769134465.9511,267.7355,27,32,59,0.0518,0.0278,0.0293,,0.7085,249.7873,249.7873,26490.9161,1769134734.3976195,7.56,18,238,0.112,9,0,0,14.2,15.0
43.0,1,1769134439.5974,267.3756,4221,1033,5254,0.7726,0.0354,0.33,,29.1639,253.5395,253.5395,26744.4555,1769134736.1542735,7.53,18,239,0.122,9,0,0,14.2,15.0
10.0,1,1769134472.8505,235.4045,3516,1026,4542,0.4472,0.035,0.3321,,28.8516,254.2561,254.2561,26998.7116,1769134737.1242352,7.5,18,240,0.125,9,0,0,14.2,15.0
38.0,1,1769134446.0225,288.5056,5207,63,5270,1.0327,0.0395,0.3862,,2.9229,253.4285,253.4285,27252.1402,1769134737.4702628,7.47,18,241,0.126,9,0,0,14.2,15.0
24.0,0,1769134460.6538,276.6699,27,31,58,0.0558,0.0519,0.4749,,1.2217,252.7257,252.7257,27504.8658,1769134738.5474284,7.44,18,242,0.124,9,0,0,14.2,15.0
64.0,0,1769134420.7287,318.0171,27,32,59,0.066,0.0311,0.0326,,0.7468,254.083,254.083,27758.9489,1769134739.4955876,7.41,18,243,0.121,9,0,0,14.2,15.0
34.0,1,1769134448.9304,265.4666,3662,1031,4693,0.4742,0.0356,0.3286,,29.3786,260.8452,260.8452,28019.7941,1769134743.7998836,7.38,18,244,0.131,9,0,0,14.2,15.0
56.0,1,1769134428.927,314.991,3953,0,3953,,,,,0.5222,259.5133,259.5133,28279.3073,1769134744.467283,7.35,18,245,0.125,9,0,0,14.2,15.0
57.0,0,1769134428.0101,316.7102,27,32,59,0.0541,0.0824,0.331,,0.7402,259.7643,259.7643,28539.0717,1769134745.4630945,7.32,18,246,0.126,9,0,0,14.2,15.0
59.0,0,1769134426.0509,319.5549,27,32,59,0.0627,0.0321,0.0332,,0.7513,260.6176,260.6176,28799.6893,1769134746.3587072,7.29,18,247,0.127,9,0,0,14.2,15.0
60.0,0,1769134425.1004,321.4106,27,32,59,0.0543,0.0304,0.0341,,0.7498,261.4649,261.4649,29061.1542,1769134747.2618825,7.26,18,248,0.128,9,0,0,14.2,15.0
62.0,1,1769134420.9438,297.4061,3173,1019,4192,0.4232,0.0373,0.3302,,29.7609,265.167,265.167,29326.3212,1769134748.1409829,7.23,18,249,0.134,9,0,0,14.2,15.0
21.0,1,1769134461.9603,262.9763,3985,864,4849,0.5441,0.0402,0.3757,,25.9988,267.9751,267.9751,29594.2963,1769134750.9953413,7.2,18,250,0.139,9,0,0,14.2,15.0
44.0,0,1769134441.5003,309.749,27,0,27,,,,,0.0661,265.8151,265.8151,29860.1114,1769134751.3281083,7.17,18,251,0.125,9,0,0,14.2,15.0
37.0,1,1769134446.4876,280.9651,3197,1023,4220,0.4168,0.0314,0.359,,29.8416,273.8068,273.8068,30133.9182,1769134757.312449,7.14,18,252,0.124,9,0,0,14.2,15.0
58.0,1,1769134425.5728,302.6746,3077,1024,4101,0.411,0.0338,0.3292,,29.5138,274.1884,274.1884,30408.1066,1769134757.7810423,7.11,18,253,0.135,9,0,0,14.2,15.0
32.0,0,1769134453.7086,303.8024,27,32,59,0.0662,0.033,0.0474,,0.7811,271.8686,271.8686,30679.9752,1769134758.2959077,7.09,18,254,0.136,9,0,0,14.2,15.0
58.0,0,1769134427.7218,330.3586,27,32,59,0.0605,0.0332,0.054,,0.7771,272.4191,272.4191,30952.3943,1769134758.8583567,7.06,18,255,0.123,9,0,0,14.2,15.0
28.0,0,1769134457.8139,300.5952,27,32,59,0.0689,0.0311,0.0315,,0.75,272.6642,272.6642,31225.0585,1769134759.161705,7.03,18,256,0.124,9,0,0,14.2,15.0
65.0,1,1769134418.7331,312.726,6059,1025,7084,0.8306,0.0335,0.35,,30.0917,277.8176,277.8176,31502.8762,1769134761.5676234,7.0,18,257,0.133,9,0,0,14.2,15.0
61.0,0,1769134424.9933,336.8212,27,32,59,0.0498,0.0329,0.0374,,0.7401,275.871,275.871,31778.7471,1769134762.5554664,6.98,18,258,0.126,9,0,0,14.2,15.0
33.0,1,1769134451.001,283.3818,4219,1023,5242,0.5653,0.034,0.3685,,29.2764,279.6582,279.6582,32058.4053,1769134763.674921,6.95,18,259,0.113,9,0,0,14.2,15.0
20.0,1,1769134464.0397,272.3299,3365,1029,4394,0.4489,0.0344,0.3254,,28.4588,280.7888,280.7888,32339.194,1769134764.8515086,6.92,18,260,0.127,9,0,0,14.2,15.0
44.0,1,1769134440.6956,296.9625,4077,1024,5101,0.5243,0.0336,0.3467,,28.0549,281.0173,281.0173,32620.2114,1769134765.7327473,6.9,18,261,0.108,9,0,0,14.2,15.0
38.0,0,1769134448.3003,316.7561,27,32,59,0.0626,0.0376,0.0409,,0.7357,278.8187,278.8187,32899.0301,1769134765.7936502,6.87,18,262,0.12,9,0,0,14.2,15.0
53.0,0,1769134433.3176,332.6457,27,32,59,0.0589,0.0509,0.3778,,0.7441,279.7046,279.7046,33178.7347,1769134766.7086298,6.84,18,263,0.105,8,0,0,14.2,15.0
16.0,0,1769134470.7351,295.3918,27,32,59,0.0531,0.0343,0.3056,,0.7058,279.4449,279.4449,33458.1796,1769134766.835916,6.82,18,264,0.105,9,0,0,14.2,15.0
51.0,1,1769134433.8144,305.8194,3869,1026,4895,0.5362,0.0346,0.3186,,27.5709,282.3904,282.3904,33740.5699,1769134767.2216828,6.79,18,265,0.122,9,0,0,14.2,15.0
30.0,0,1769134456.7671,310.129,27,32,59,0.0596,0.0489,0.0527,,0.7572,280.1886,280.1886,34020.7585,1769134767.654251,6.77,18,266,0.106,8,0,0,14.2,15.0
49.0,0,1769134437.8597,329.2001,27,32,59,0.0528,0.0427,0.0452,,0.7099,280.2529,280.2529,34301.0114,1769134767.770548,6.74,18,267,0.106,9,0,0,14.2,15.0
49.0,0,1769134437.9193,329.5171,27,32,59,0.0566,0.061,0.4946,,1.1905,280.5737,280.5737,34581.5851,1769134768.6283345,6.72,18,268,0.091,9,0,0,14.2,15.0
69.0,0,1769134418.1645,349.7807,27,21,48,0.3931,0.0291,0.0351,,0.8346,281.1738,281.1738,34862.7589,1769134768.7814388,6.69,18,269,0.104,9,0,0,14.2,15.0
14.0,0,1769134473.1924,295.583,27,32,59,0.0614,0.0321,0.0526,,0.7394,281.6444,281.6444,35144.4033,1769134769.515866,6.67,18,270,0.104,9,0,0,14.2,15.0
17.0,0,1769134470.2713,298.6854,27,32,59,0.0578,0.0331,0.0369,,0.7037,281.7432,281.7432,35426.1465,1769134769.663978,6.64,18,271,0.105,9,0,0,14.2,15.0
34.0,1,1769134451.2186,296.1845,3271,1022,4293,0.4346,0.0393,0.3077,,29.912,292.0965,292.0965,35718.243,1769134777.3306906,6.62,18,272,0.129,9,0,0,14.2,15.0
61.0,1,1769134424.3218,324.0755,3376,1028,4404,0.4518,0.0353,0.3001,,29.591,292.6665,292.6665,36010.9095,1769134778.0023565,6.59,18,273,0.127,9,0,0,14.2,15.0
68.0,0,1769134419.3265,358.1171,27,32,59,0.0628,0.0364,0.0429,,0.8324,290.1799,290.1799,36301.0894,1769134778.2769406,6.57,18,274,0.151,9,0,0,14.2,15.0
63.0,0,1769134424.3535,353.8076,27,20,47,0.0599,0.0399,0.0399,,0.5531,290.8675,290.8675,36591.9569,1769134778.7255073,6.55,18,275,0.138,9,0,0,14.2,15.0
20.0,0,1769134467.3735,311.1181,27,32,59,0.0593,0.0562,0.3911,,1.1792,291.1774,291.1774,36883.1343,1769134779.6715655,6.52,18,276,0.139,9,0,0,14.2,15.0
40.0,1,1769134445.9306,313.3441,3299,708,4007,0.6895,0.0357,0.3214,,21.8939,295.238,295.238,37178.3723,1769134781.1842058,6.5,18,277,0.136,9,0,0,14.2,15.0
64.0,1,1769134421.5393,330.0591,5011,1024,6035,0.6639,0.0359,0.3089,,30.0729,296.1319,296.1319,37474.5042,1769134781.6943,6.47,18,278,0.126,9,0,0,14.2,15.0
40.0,0,1769134447.45,333.8396,27,32,59,0.0754,0.0626,0.3304,,1.1005,293.9151,293.9151,37768.4193,1769134782.4398968,6.45,18,279,0.149,9,0,0,14.2,15.0
63.0,0,1769134424.5213,357.2867,27,32,59,0.0662,0.0407,0.3224,,0.7622,294.3529,294.3529,38062.7722,1769134782.5724988,6.43,18,280,0.13,9,0,0,14.2,15.0
19.0,0,1769134468.6144,314.1009,27,32,59,0.0587,0.0527,0.43,,1.2212,295.1596,295.1596,38357.9318,1769134783.9374828,6.41,18,281,0.131,8,0,0,14.2,15.0
23.0,1,1769134463.2442,300.6453,3044,817,3861,0.3885,0.037,0.3023,,24.2834,301.9287,301.9287,38659.8605,1769134788.1834548,6.38,18,282,0.123,9,0,0,14.2,15.0
30.0,0,1769134457.957,330.4162,27,28,55,0.0743,0.0295,0.1925,,0.7338,300.4905,300.4905,38960.351,1769134789.110093,6.36,18,283,0.149,9,0,0,14.2,15.0
67.0,1,1769134418.9157,340.2137,3516,1023,4539,0.4755,0.0401,0.3276,,31.0111,304.2248,304.2248,39264.5758,1769134790.1528711,6.34,18,284,0.124,9,0,0,14.2,15.0
60.0,0,1769134428.1005,362.2665,27,32,59,0.0642,0.0352,0.0372,,0.808,302.3306,302.3306,39566.9064,1769134791.1772876,6.32,18,285,0.15,9,0,0,14.2,15.0
11.0,0,1769134477.1994,314.2156,27,31,58,0.0661,0.0283,0.0351,,0.8083,303.2817,303.2817,39870.1881,1769134792.2242901,6.29,18,286,0.151,9,0,0,14.2,15.0
68.0,1,1769134418.0915,344.6425,3671,1024,4695,0.4548,0.0424,0.3224,,30.8405,307.4829,307.4829,40177.671,1769134793.5852141,6.27,18,287,0.127,9,0,0,14.2,15.0
